School Code,Academic Year,District Name,School Name,School Type,"Educational 
Option Type","Charter 
School 
(0=No, 1 = Yes)","Percent (%) 
Eligible FRPM 
(K-12)"
6113245,2021,San Francisco Unified,Yu (Alice Fong) Elementary,Elementary Schools (Public),Traditional,0,32.19761499
0129940,2021,Moreland,Latimer,Elementary Schools (Public),Traditional,0,32.19047619
6036065,2021,Mt. Baldy Joint Elementary,Mt. Baldy Joint Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,32.18390805
6039671,2023,San Diego Unified,Grant K-8,Elementary Schools (Public),Traditional,0,32.17753121
6035224,2023,Alta Loma Elementary,Alta Loma Junior High,Intermediate/Middle Schools (Public),Traditional,0,32.17665615
6105316,2022,Berkeley Unified,John Muir Elementary,Elementary Schools (Public),Traditional,0,32.17054264
3431111,2022,San Juan Unified,Casa Roble Fundamental High,High Schools (Public),Traditional,0,32.16168717
6109243,2022,Clovis Unified,Red Bank Elementary,Elementary Schools (Public),Traditional,0,32.16145833
6059828,2021,San Francisco Unified,Giannini (A.P.) Middle,Intermediate/Middle Schools (Public),Traditional,0,32.16080402
1938679,2022,Temple City Unified,Temple City High,High Schools (Public),Traditional,0,32.15469613
6021570,2022,Pasadena Unified,Field (Eugene) Elementary,Elementary Schools (Public),Traditional,0,32.15189873
6051981,2022,Petaluma City Elementary,Penngrove Elementary,Elementary Schools (Public),Traditional,0,32.15031315
0136127,2021,Keppel Union Elementary,Sage Oak Charter School- Keppel,K-12 Schools (Public),Traditional,0,32.14285714
6023394,2022,Walnut Valley Unified,Vejar Elementary,Elementary Schools (Public),Traditional,0,32.14285714
6067102,2021,San Luis Coastal Unified,Laguna Middle,Intermediate/Middle Schools (Public),Traditional,0,32.13828425
6023360,2023,Walnut Valley Unified,Collegewood Elementary,Elementary Schools (Public),Traditional,0,32.13058419
0110502,2022,Pleasant Valley,Rancho Rosal Elementary,Elementary Schools (Public),Traditional,0,32.1299639
4132817,2023,Cabrillo Unified,Half Moon Bay High,High Schools (Public),Traditional,0,32.12890625
6015309,2023,Long Beach Unified,Fremont Elementary,Elementary Schools (Public),Traditional,0,32.11845103
6097406,2022,Capistrano Unified,Shorecliffs Middle,Intermediate/Middle Schools (Public),Traditional,0,32.11488251
6095160,2022,Placentia-Yorba Linda Unified,Linda Vista Elementary,Elementary Schools (Public),Traditional,0,32.10526316
6111686,2021,Rosedale Union Elementary,Almondale Elementary,Elementary Schools (Public),Traditional,0,32.10084034
130534,2019,Fremont Unified,Circle of Independent Learning,K-12 Schools (Public),Traditional,1,32.1
6001895,2019,Oakland Unified,Kaiser Elementary,Elementary Schools (Public),Traditional,0,32.1
3032158,2019,Huntington Beach Union High,Fountain Valley High,High Schools (Public),Traditional,0,32.1
6113039,2019,Sebastopol Union Elementary,Sebastopol Independent Charter,Elementary Schools (Public),Traditional,1,32.1
124768,2019,Salida Union Elementary,Great Valley Academy - Salida,Elementary Schools (Public),Traditional,1,32.1
6027031,2022,Saint Helena Unified,Robert Louis Stevenson Intermediate,Intermediate/Middle Schools (Public),Traditional,0,32.09876543
4130738,2021,San Mateo Union High,Capuchino High,High Schools (Public),Traditional,0,32.09772536
6119341,2023,San Ysidro Elementary,Ocean View Hills,Elementary Schools (Public),Traditional,0,32.08722741
6112627,2022,Hickman Community Charter,Hickman Charter,Elementary Schools (Public),Traditional,0,32.07236842
6041305,2023,San Francisco Unified,Lafayette Elementary,Elementary Schools (Public),Traditional,0,32.07171315
6046361,2023,Berryessa Union Elementary,Laneview Elementary,Elementary Schools (Public),Traditional,0,32.06997085
3032943,2023,Huntington Beach Union High,Huntington Beach High,High Schools (Public),Traditional,0,32.06270039
6112429,2021,Murrieta Valley Unified,Thompson Middle,Intermediate/Middle Schools (Public),Traditional,0,32.0610687
6057244,2022,West Contra Costa Unified,Fred T. Korematsu Middle,Intermediate/Middle Schools (Public),Traditional,0,32.05317578
6022487,2021,San Gabriel Unified,Wilson Elementary,Elementary Schools (Public),Traditional,0,32.05128205
6120430,2022,Sylvan Union Elementary,Freedom Elementary,Elementary Schools (Public),Traditional,0,32.04930663
6085153,2023,Santee,Rio Seco Elementary,Elementary Schools (Public),Traditional,0,32.0471597
6027445,2021,Brea-Olinda Unified,Arovista Elementary,Elementary Schools (Public),Traditional,0,32.02933985
6029219,2023,Newport-Mesa Unified,Abraham Lincoln Elementary,Elementary Schools (Public),Traditional,0,32.02614379
0135350,2021,SBE - Ross Valley Elementary,Ross Valley Charter,Elemen Schools In 1 School Dist. (Public),Traditional,0,32.01970443
6090120,2022,Alameda Unified,William G. Paden Elementary,Elementary Schools (Public),Traditional,0,32.01219512
6047799,2022,Moreland,George C. Payne Elementary,Elementary Schools (Public),Traditional,0,32.0083682
1931823,2023,Claremont Unified,Claremont High,High Schools (Public),Traditional,0,32.0035461
6017453,2019,Los Angeles Unified,Hancock Park Elementary,Elementary Schools (Public),Traditional,0,32
113464,2019,Pasadena Unified,Aveson Global Leadership Academy,K-12 Schools (Public),Traditional,1,32
6027841,2019,Cypress Elementary,Juliet Morris Elementary,Elementary Schools (Public),Traditional,0,32
6028161,2019,Fullerton Elementary,Sunset Lane Elementary,Elementary Schools (Public),Traditional,0,32
108746,2019,Elk Grove Unified,Katherine L. Albiani Middle,Intermediate/Middle Schools (Public),Traditional,0,32
6068670,2019,San Juan Unified,Cambridge Heights Elementary,Elementary Schools (Public),Traditional,0,32
6035018,2019,Cienega Union Elementary,Cienega Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,32
6040141,2022,San Diego Unified,Sessions Elementary,Elementary Schools (Public),Traditional,0,32
0105726,2021,San Marcos Unified,Mission Hills High,High Schools (Public),Traditional,0,31.99018921
0113431,2022,Santa Clara County Office of Education,University Preparatory Academy Charter,High Schools (Public),Traditional,0,31.98324022
6040364,2021,Santee,Chet F. Harritt Elementary,Elementary Schools (Public),Traditional,0,31.98051948
1536135,2023,Tehachapi Unified,Tehachapi High,High Schools (Public),Traditional,0,31.97767145
0122713,2022,Ventura County Office of Education,River Oaks Academy,K-12 Schools (Public),Traditional,0,31.97674419
6029060,2022,Los Alamitos Unified,Los Alamitos Elementary,Elementary Schools (Public),Traditional,0,31.97586727
6058531,2022,Santa Monica-Malibu Unified,John Adams Middle,Intermediate/Middle Schools (Public),Traditional,0,31.96239718
6059315,2022,Sacramento City Unified,Leonardo Da Vinci,Elementary Schools (Public),Traditional,0,31.95121951
6015465,2022,Long Beach Unified,Los Cerritos Elementary,Elementary Schools (Public),Traditional,0,31.94748359
0108738,2023,Elk Grove Unified,Helen Carr Castello Elementary,Elementary Schools (Public),Traditional,0,31.93779904
6103493,2023,Norris Elementary,Norris Middle,Intermediate/Middle Schools (Public),Traditional,0,31.93657984
6113302,2022,Napa Valley Unified,River Middle,Intermediate/Middle Schools (Public),Traditional,0,31.93473193
4230454,2022,Lompoc Unified,Cabrillo High,High Schools (Public),Traditional,0,31.93430657
6030969,2022,Placentia-Yorba Linda Unified,Yorba Linda Middle,Intermediate/Middle Schools (Public),Traditional,0,31.93277311
6106439,2022,Moorpark Unified,Campus Canyon Elementary,Elementary Schools (Public),Traditional,0,31.92239859
6028609,2023,Garden Grove Unified,Loyal Barker Elementary,Elementary Schools (Public),Traditional,0,31.91489362
5530076,2023,Big Oak Flat-Groveland Unified,Tioga High,High Schools (Public),Traditional,0,31.91489362
6044424,2021,Redwood City Elementary,Clifford Elementary,Elementary Schools (Public),Traditional,0,31.90789474
6007942,2019,Hydesville Elementary,Hydesville Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,31.9
1530369,2019,Kern High,Centennial High,High Schools (Public),Traditional,0,31.9
6023162,2019,Torrance Unified,Madrona Middle,Intermediate/Middle Schools (Public),Traditional,0,31.9
138297,2019,Acton-Agua Dulce Unified,iLead Agua Dulce,K-12 Schools (Public),Traditional,1,31.9
6031199,2019,Placer Hills Union Elementary,Weimar Hills,Elementary Schools (Public),Traditional,0,31.9
4930228,2019,Windsor Unified,Windsor High,High Schools (Public),Traditional,0,31.9
5137500,2019,Sutter Union High,Sutter High,High Schools (Public),Traditional,0,31.9
6041230,2022,San Francisco Unified,Jefferson Elementary,Elementary Schools (Public),Traditional,0,31.89300412
0120386,2022,San Francisco Unified,Chinese Immersion School at DeAvila,Elementary Schools (Public),Traditional,0,31.89189189
0123786,2023,Cotati-Rohnert Park Unified,Credo High,High Schools (Public),Traditional,1,31.89066059
5630322,2022,Simi Valley Unified,Santa Susana High,High Schools (Public),Traditional,0,31.87732342
1931088,2021,Bonita Unified,Bonita High,High Schools (Public),Traditional,0,31.86695279
6057731,2023,Glendora Unified,Goddard Middle,Intermediate/Middle Schools (Public),Traditional,0,31.86206897
6051577,2022,Alexander Valley Union Elementary,Alexander Valley Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,31.85840708
6003958,2021,Mt. Diablo Unified,Ayers Elementary,Elementary Schools (Public),Traditional,0,31.85185185
0111245,2023,Rosedale Union Elementary,American Elementary,Elementary Schools (Public),Traditional,0,31.84979138
6059976,2021,South San Francisco Unified,Alta Loma Middle,Intermediate/Middle Schools (Public),Traditional,0,31.8452381
6034409,2022,San Juan Unified,Andrew Carnegie Middle,Intermediate/Middle Schools (Public),Traditional,0,31.84488837
6017529,2021,Los Angeles Unified,Haynes Charter For Enriched Studies,Elementary Schools (Public),Traditional,0,31.84079602
6011159,2023,Arcadia Unified,Camino Grove Elementary,Elementary Schools (Public),Traditional,0,31.83183183
6035224,2021,Alta Loma Elementary,Alta Loma Junior High,Intermediate/Middle Schools (Public),Traditional,0,31.82527301
6008627,2022,Mulberry Elementary,Mulberry Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,31.81818182
0111773,2021,Blochman Union Elementary,Family Partnership Charter,K-12 Schools (Public),Traditional,0,31.80873181
0139378,2023,Warner Unified,Sage Oak Charter School - South,K-12 Schools (Public),Traditional,1,31.80592992
6106926,2023,Saddleback Valley Unified,Trabuco Mesa Elementary,Elementary Schools (Public),Traditional,0,31.80428135
6055701,2022,Simi Valley Unified,Hollow Hills Elementary,Elementary Schools (Public),Traditional,0,31.80379747
0121640,2023,Cottonwood Union Elementary,Cottonwood Creek Charter,Elementary Schools (Public),Traditional,1,31.80076628
1931237,2019,Burbank Unified,Burroughs High,High Schools (Public),Traditional,0,31.8
6031157,2019,Newcastle Elementary,Newcastle Elementary,Elementary Schools (Public),Traditional,0,31.8
3135704,2019,Placer Union High,Placer High,High Schools (Public),Traditional,0,31.8
134080,2019,Menifee Union Elementary,Harvest Hill S.T.E.A.M. Academy,Elementary Schools (Public),Traditional,0,31.8
3737632,2019,San Marcos Unified,San Marcos High,High Schools (Public),Traditional,0,31.8
3935756,2019,Ripon Unified,Ripon High,High Schools (Public),Traditional,0,31.8
6090468,2022,Castro Valley Unified,Stanton Elementary,Elementary Schools (Public),Traditional,0,31.78947368
1932623,2022,Los Angeles Unified,El Camino Real Charter High,High Schools (Public),Traditional,0,31.78807947
1931880,2022,ABC Unified,Whitney (Gretchen) High,High Schools (Public),Traditional,0,31.78677196
6090302,2022,Berkeley Unified,Oxford Elementary at West Campus,Elementary Schools (Public),Traditional,0,31.77966102
0100966,2021,Corona-Norco Unified,El Cerrito Middle,Intermediate/Middle Schools (Public),Traditional,0,31.7775571
0132290,2021,La Mesa-Spring Valley,La Mesa Arts Academy,Elementary Schools (Public),Traditional,0,31.77655678
6052286,2022,Sonoma Valley Unified,Prestwood Elementary,Elementary Schools (Public),Traditional,0,31.77257525
6115406,2021,Capistrano Unified,Bernice Ayer Middle,Intermediate/Middle Schools (Public),Traditional,0,31.76895307
6028872,2022,Huntington Beach City Elementary,John R. Peterson Elementary,Elementary Schools (Public),Traditional,0,31.76895307
6002141,2022,Oakland Unified,Redwood Heights Elementary,Elementary Schools (Public),Traditional,0,31.76470588
6118970,2023,Chula Vista Elementary,Heritage Elementary,Elementary Schools (Public),Traditional,0,31.76312248
3038098,2021,Orange Unified,Villa Park High,High Schools (Public),Traditional,0,31.76201373
6120083,2022,Clovis Unified,Riverview Elementary,Elementary Schools (Public),Traditional,0,31.75572519
6027148,2022,Nevada City Elementary,Seven Hills Intermediate,Intermediate/Middle Schools (Public),Traditional,0,31.74603175
0135434,2023,West Contra Costa Unified,West County Mandarin,Elementary Schools (Public),Traditional,0,31.73803526
6038442,2023,La Mesa-Spring Valley,Fletcher Hills Elementary,Elementary Schools (Public),Traditional,0,31.73553719
6038442,2022,La Mesa-Spring Valley,Fletcher Hills Elementary,Elementary Schools (Public),Traditional,0,31.72043011
6097059,2023,Cotati-Rohnert Park Unified,Evergreen Elementary,Elementary Schools (Public),Traditional,0,31.72043011
6108575,2023,Norris Elementary,Olive Drive Elementary,Elementary Schools (Public),Traditional,0,31.71690695
6104475,2021,Alta Loma Elementary,Hermosa Elementary,Elementary Schools (Public),Traditional,0,31.71641791
0111138,2022,Natomas Unified,Heron,Elementary Schools (Public),Traditional,0,31.71487603
6117790,2021,Roseville City Elementary,Robert C. Cooley Middle,Intermediate/Middle Schools (Public),Traditional,0,31.71355499
6113575,2023,Clovis Unified,Cedarwood Elementary,Elementary Schools (Public),Traditional,0,31.71355499
6047286,2023,Gilroy Unified,Luigi Aprea Elementary,Elementary Schools (Public),Traditional,0,31.70391061
1931823,2019,Claremont Unified,Claremont High,High Schools (Public),Traditional,0,31.7
4437109,2019,Santa Cruz City High,Santa Cruz High,High Schools (Public),Traditional,0,31.7
6056121,2019,Ventura Unified,Loma Vista Elementary,Elementary Schools (Public),Traditional,0,31.7
3136504,2021,Roseville Joint Union High,Roseville High,High Schools (Public),Traditional,0,31.69968717
6040174,2023,San Diego Unified,Spreckels Elementary,Elementary Schools (Public),Traditional,0,31.69572108
3731247,2021,San Diego Unified,High Tech High,High Schools (Public),Traditional,0,31.68880455
6001283,2021,Livermore Valley Joint Unified,Jackson Avenue Elementary,Elementary Schools (Public),Traditional,0,31.6872428
6024582,2021,Novato Unified,Rancho Elementary,Elementary Schools (Public),Traditional,0,31.68604651
6016398,2022,Los Angeles Unified,Castle Heights Elementary,Elementary Schools (Public),Traditional,0,31.67701863
4634259,2023,Sierra-Plumas Joint Unified,Loyalton High,High Schools (Public),Traditional,0,31.67701863
6004220,2021,Mt. Diablo Unified,Pine Hollow Middle,Intermediate/Middle Schools (Public),Traditional,0,31.67259786
0730457,2023,Liberty Union High,Freedom High,High Schools (Public),Traditional,0,31.6580926
6093041,2021,Berryessa Union Elementary,Vinci Park Elementary,Elementary Schools (Public),Traditional,0,31.64794007
0110700,2021,Santa Clara Unified,Don Callejon,Elementary Schools (Public),Traditional,0,31.63771712
